Web_Link,URN,School_name,Ofsted_phase,Ofsted_region,Local_authority,Postcode,Total_number_of_pupils,Inspection_start_date,Inspection_end_date,Publication_date,Does_the_latest_graded_inspection_relate_to_the_URN_of_the_current_school,Overall_effectiveness,Category_of_concern,Quality_of_education,Behaviour_and_attitudes,Personal_development,Effectiveness_of_leadership_and_management,Safeguarding_is_effective,lat,lon
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142984,142984,Ellison Primary Academy,Primary,West Midlands,Staffordshire,ST5 0BL,380,2023-06-27,2023-06-28,2023-09-14,Yes,Good,,Good,Good,Outstanding,Good,Yes,53.0328902,-2.2163105
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142985,142985,Leasowes Primary School,Primary,West Midlands,Staffordshire,ST17 0HT,429,2012-11-09,2012-12-09,2012-10-18,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.7923768,-2.0764886
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142986,142986,St Nicholas Church of England First School,Primary,West Midlands,Staffordshire,WV8 1AN,307,2013-06-11,2013-07-11,2013-11-26,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.6322843,-2.1981442
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142987,142987,Walton High School,Secondary,West Midlands,Staffordshire,ST17 0LJ,1348,2012-01-30,2012-01-31,2012-02-24,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.7845001,-2.0707732
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142988,142988,Summerbank Primary Academy,Primary,West Midlands,Stoke-on-Trent,ST6 5HA,461,2013-01-16,2013-01-17,2013-07-02,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,53.0643419,-2.2171206
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142989,142989,Park Hall Academy,Primary,West Midlands,Stoke-on-Trent,ST3 5QU,476,2011-01-18,2011-01-19,2011-09-02,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.99117165,-2.10323895
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142990,142990,Ash Green Primary Academy,Primary,West Midlands,Stoke-on-Trent,ST4 8BX,443,2015-04-28,2015-04-29,2015-03-06,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.9667315,-2.181903
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142991,142991,Gladstone Primary Academy,Primary,West Midlands,Stoke-on-Trent,ST3 5EW,470,2013-03-13,2013-03-14,2013-04-18,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.9941252,-2.1295453
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142992,142992,Goldenhill Primary Academy,Primary,West Midlands,Stoke-on-Trent,ST6 4QE,220,2010-11-23,2010-11-24,2010-12-15,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,53.07493005,-2.2266042
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143012,143012,Greenways Primary Academy,Primary,West Midlands,Stoke-on-Trent,ST9 9NY,232,2013-09-17,2013-09-18,2013-07-10,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,53.0626817,-2.1299672
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143051,143051,Damson Wood Nursery and Infant School,Primary,West Midlands,Solihull,B92 9LX,194,2019-09-07,2019-10-07,2019-08-09,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.430616729,-1.765753162
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143086,143086,Conway Primary School,Primary,West Midlands,Birmingham,B11 1NS,422,2012-06-14,2012-06-15,2012-03-07,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.460037255,-1.867950931
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143087,143087,The Oval School,Primary,West Midlands,Birmingham,B33 8JG,648,2013-06-20,2013-06-21,2013-11-07,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.480754867,-1.79455225
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143088,143088,Cedars Academy,Primary,West Midlands,Birmingham,B27 6JL,331,2019-06-25,2019-06-26,2019-07-15,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.453261927,-1.82038606
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143089,143089,Firs Primary School,Primary,West Midlands,Birmingham,B36 8LL,332,2023-11-07,2023-12-07,2023-09-19,Yes,Requires Improvement,,Requires Improvement,Good,Good,Requires Improvement,Yes,52.50457575,-1.80212095
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143090,143090,Greet Primary School,Primary,West Midlands,Birmingham,B11 3ND,879,2022-03-15,2022-03-16,2022-10-05,Yes,Requires Improvement,,Requires Improvement,Good,Good,Requires Improvement,Yes,52.453629562,-1.857882375
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143091,143091,Topcliffe Primary School,Primary,West Midlands,Birmingham,B35 6BS,255,2013-06-13,2013-06-14,2013-03-07,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.5205244,-1.7939828
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143101,143101,"The Royal School, Wolverhampton",Secondary,West Midlands,Wolverhampton,WV3 0EG,1450,2019-02-07,2019-03-07,2019-09-18,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.5730674,-2.1406609
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143142,143142,St Martins School (3-16 Learning Community),Secondary,West Midlands,Shropshire,SY10 7BD,674,2023-01-24,2023-01-25,2023-08-03,Yes,Good,,Good,Good,Good,Good,Yes,52.918752,-3.0213536
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143151,143151,Hill Avenue Academy,Primary,West Midlands,Wolverhampton,WV4 6PY,348,2019-05-21,2019-05-22,2019-06-24,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.554263,-2.1076731
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143152,143152,East Park Academy,Primary,West Midlands,Wolverhampton,WV1 2DS,691,2019-11-06,2019-12-06,2019-08-07,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.57994,-2.09334
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143177,143177,Stanton Bridge Primary School,Primary,West Midlands,Coventry,CV6 5TY,409,2019-11-26,2019-11-27,2020-12-01,Yes,Good,,Good,Outstanding,Outstanding,Good,Yes,52.4250763,-1.4884714
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143195,143195,Tenterfields Primary Academy,Primary,West Midlands,Dudley,B63 3LH,223,2019-11-19,2019-11-20,2019-08-12,Yes,Good,,Good,Good,Good,Good,Yes,52.450814,-2.045099
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143196,143196,Hob Green Primary School,Primary,West Midlands,Dudley,DY9 9EX,258,2019-05-21,2019-05-22,2019-06-18,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.4435787,-2.116828
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143322,143322,Summerhill Primary Academy,Primary,West Midlands,Sandwell,DY4 9PF,813,2015-02-25,2015-02-26,2015-04-20,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.5345244,-2.05800075
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143323,143323,Prees CofE Primary School,Primary,West Midlands,Shropshire,SY13 2ER,205,2012-06-12,2012-07-12,2012-12-20,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.895846843,-2.659284929
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143325,143325,Whixall CofE Primary School,Primary,West Midlands,Shropshire,SY13 2SB,126,2013-01-31,2013-01-02,2013-02-28,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.911941033,-2.7326367
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143326,143326,Ellesmere Primary School,Primary,West Midlands,Shropshire,SY12 9EU,378,2016-11-05,2016-12-05,2016-08-06,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.9081391,-2.9020338
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143345,143345,Chesterton Primary School,Primary,West Midlands,Staffordshire,ST5 7NT,175,2021-08-06,2021-09-06,2021-08-07,Yes,Good,,Good,Outstanding,Good,Good,Yes,53.0418893,-2.2446681
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143347,143347,St James Church of England Primary Academy,Primary,West Midlands,Staffordshire,WS15 4PL,103,2013-04-30,2013-01-05,2013-05-21,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.7281035,-1.8828248
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143348,143348,St John's CofE Primary Academy,Primary,West Midlands,Staffordshire,ST16 3RZ,373,2019-06-25,2019-06-26,2019-07-15,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.8115999,-2.0923723
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143349,143349,Crackley Bank Primary School,Primary,West Midlands,Staffordshire,ST5 7BE,196,2023-03-21,2023-03-22,2023-05-21,Yes,Good,,Good,Good,Good,Good,Yes,53.0472111,-2.2517748
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143350,143350,Meir Heath Academy,Primary,West Midlands,Staffordshire,ST3 7JQ,343,2012-01-24,2012-01-25,2012-10-02,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.9557719,-2.1033431
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143351,143351,Bishop Lonsdale Church of England Primary Academy,Primary,West Midlands,Staffordshire,ST21 6AU,239,2013-02-26,2013-02-27,2013-03-20,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.8542169,-2.2583756
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143352,143352,St Wulstan's Catholic Primary School,Primary,West Midlands,Staffordshire,ST5 0EF,393,2013-06-27,2013-06-28,2013-07-19,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,53.0290433,-2.2140432
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143353,143353,Perton Primary Academy,Primary,West Midlands,Staffordshire,WV6 7PS,264,2011-06-12,2011-07-12,2012-06-01,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.5952806,-2.1986326
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143355,143355,Parkside Primary School,Primary,West Midlands,Staffordshire,ST16 1TH,322,2022-12-07,2022-07-13,2022-09-27,Yes,Good,,Good,Good,Outstanding,Good,Yes,52.8293589,-2.12404025
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143356,143356,Weston Junior Academy,Primary,West Midlands,Stoke-on-Trent,ST3 6NG,224,2022-05-04,2022-06-04,2022-05-26,Yes,Good,,Good,Good,Good,Good,Yes,52.9873392,-2.0986599
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143358,143358,Weston Infant Academy,Primary,West Midlands,Stoke-on-Trent,ST3 6PT,167,2014-05-02,2014-06-02,2014-03-03,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.9940626,-2.0930617
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143393,143393,St Bartholomew's Church of England Primary School,Primary,West Midlands,Wolverhampton,WV4 5LG,418,2014-01-16,2014-01-17,2014-02-25,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.55334,-2.15617
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143394,143394,Cranham Primary School,Primary,West Midlands,Worcestershire,WR4 9LS,427,2012-10-24,2012-10-25,2012-11-19,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.213793267,-2.191055222
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143395,143395,Bredon Hill Academy,Secondary,West Midlands,Worcestershire,WR11 7SW,479,2015-03-03,2015-04-03,2015-04-29,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.04199585,-2.00281405
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143396,143396,Northwick Manor Primary School,Primary,West Midlands,Worcestershire,WR3 7EA,632,2022-12-07,2022-07-13,2022-09-27,Yes,Outstanding,,Outstanding,Outstanding,Outstanding,Outstanding,Yes,52.2143386,-2.2315087
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143397,143397,St Peter's Droitwich CofE Academy,Primary,West Midlands,Worcestershire,WR9 7AN,443,2014-06-18,2014-06-19,2014-09-07,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.261161,-2.1424536
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143413,143413,Erdington Academy,Secondary,West Midlands,Birmingham,B24 8RE,985,2023-04-18,2023-04-19,2023-06-14,Yes,Good,,Good,Good,Good,Good,Yes,52.5143802,-1.840266
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143416,143416,Carnforth School,Primary,West Midlands,Worcestershire,WR4 9HG,199,2022-12-01,2022-01-13,2022-10-02,Yes,Good,,Good,Good,Good,Good,Yes,52.2074441,-2.1928877
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143417,143417,Fibbersley Park Academy,Primary,West Midlands,Walsall,WV13 3BB,623,2023-04-25,2023-04-26,2023-05-07,Yes,Good,,Good,Good,Good,Good,Yes,52.5924315,-2.0644471
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143433,143433,Stirchley Primary School,Primary,West Midlands,Birmingham,B30 2JL,218,2013-12-06,2013-06-13,2013-03-07,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.425678064,-1.922186186
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143434,143434,St Francis Church of England Aided Primary School and Nursery,Primary,West Midlands,Birmingham,B30 1LZ,229,2022-09-11,2022-10-11,2023-12-01,Yes,Requires Improvement,,Requires Improvement,Requires Improvement,Good,Requires Improvement,Yes,52.424618797,-1.944228909
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143435,143435,Fortis Academy,Secondary,West Midlands,Birmingham,B44 8NU,1520,2019-11-26,2019-11-27,2020-08-01,Yes,Requires Improvement,,Requires Improvement,Requires Improvement,Requires Improvement,Good,Yes,52.5462948,-1.9011429
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143436,143436,Princethorpe Infant School,Primary,West Midlands,Birmingham,B29 5QB,193,2013-11-13,2013-11-14,2013-04-12,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.43606065,-1.96855365
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143437,143437,Audley Primary School,Primary,West Midlands,Birmingham,B33 9HY,844,2023-06-20,2023-06-21,2023-07-31,Yes,Good,,Good,Good,Good,Good,Yes,52.4880204,-1.7954415
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143438,143438,Dame Elizabeth Cadbury School,Secondary,West Midlands,Birmingham,B30 1UL,837,2023-03-22,2023-03-23,2023-05-17,Yes,Good,,Good,Good,Good,Good,Yes,52.4281139,-1.9432322
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143439,143439,Quinton Church Primary School,Primary,West Midlands,Birmingham,B32 1AJ,210,2012-10-07,2012-11-07,2012-12-09,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.46166745,-2.009698375
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143454,143454,Burley Gate CofE Primary School,Primary,West Midlands,Herefordshire,HR1 3QR,61,2013-11-13,2013-11-14,2013-11-28,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.1222541,-2.5932005
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143455,143455,St Michael's CofE Primary School,Primary,West Midlands,Herefordshire,HR1 3JU,115,2016-06-28,2016-06-29,2016-07-09,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.1552874,-2.6859321
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143483,143483,Ankermoor Primary Academy,Primary,West Midlands,Staffordshire,B77 3NW,135,2023-06-20,2023-06-21,2023-07-31,Yes,Good,,Good,Good,Good,Good,Yes,52.6355861,-1.6726919
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143484,143484,Hamilton Academy,Primary,West Midlands,Stoke-on-Trent,ST1 6NW,149,2014-01-10,2014-02-10,2014-10-23,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,53.0352309,-2.1687865
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143485,143485,Alexandra Junior School,Primary,West Midlands,Stoke-on-Trent,ST3 7JG,213,2022-09-11,2022-10-11,2023-01-15,Yes,Good,,Good,Good,Good,Good,Yes,52.9792079,-2.1131307
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143486,143486,Northwood Broom Academy,Primary,West Midlands,Stoke-on-Trent,ST1 6QA,172,2013-05-02,2013-06-02,2013-04-03,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,53.0288431,-2.1639169
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143487,143487,Jackfield Infant School,Primary,West Midlands,Stoke-on-Trent,ST6 1ET,216,2022-11-29,2022-11-30,2023-01-18,Yes,Good,,Good,Good,Good,Good,Yes,53.0510102,-2.1859113
